2009-03-18T05:43:00.000Z	Nasra		Hi there, how do I check an application to see if it's been installed and ready to go?
2009-03-18T05:43:00.000Z	Nasra		I am new
2009-03-18T05:43:00.000Z	sebsebseb	Nasra	in synaptic it's green
2009-03-18T05:43:00.000Z	sebsebseb	Nasra	if installed
2009-03-18T05:43:00.000Z	sebsebseb	Nasra	on command line:  sudo apt-get install programname
2009-03-18T05:44:00.000Z	Nasra	sebsebseb	thanks
2009-03-18T05:44:00.000Z	sebsebseb	Nasra	it will tell you  if it's installed. and you can run the command again, and it would say already installed
2009-03-18T05:44:00.000Z	Nasra	sebsebseb	thanks
2009-03-18T05:44:00.000Z	sebsebseb	Nasra	yes new, but what are you installing?  in  fact   pm me if you want to know about good packages (programs) to install
2009-03-18T05:45:00.000Z	Nasra	sebsebseb	okay
2009-03-18T06:18:00.000Z	sebsebseb	Nasra	yeah or that :d
2009-03-18T06:18:00.000Z	sebsebseb	Nasra	no as in grin
2009-03-20T06:30:00.000Z	sebsebseb	Nasra	heh hello
2009-03-24T00:11:00.000Z	Nasra	sebsebseb	hello...
2009-03-24T00:11:00.000Z	sebsebseb	Nasra	hi
2009-03-24T00:11:00.000Z	sebsebseb	Nasra	oh my Pidgin is closed
2009-03-24T00:12:00.000Z	sebsebseb	Nasra	 this is all off topic,  pm is better :D well I am about to be on Pidgin again
2009-03-24T00:12:00.000Z	Nasra	sebsebseb	what is the name of that website for linux?
2009-03-24T00:12:00.000Z	sebsebseb	Nasra	which website?
2009-03-24T00:13:00.000Z	sebsebseb	Nasra	camping???????
2009-03-24T00:13:00.000Z	sebsebseb	Nasra	maybe someone here knows about asterisk  on Ubuntu
2009-03-24T00:14:00.000Z	sebsebseb	Nasra	there was some guy I could email stuff to, but I didn't round to that
2009-03-24T00:15:00.000Z	Nasra	sebsebseb	okay....I have decided gonna learn more linux before jumping into that application
2009-03-24T00:15:00.000Z	Nasra	sebsebseb	have to learn alot of commands
2009-03-24T00:15:00.000Z	sebsebseb	Nasra	oh right
2009-03-24T00:16:00.000Z	Nasra	sebsebseb	by a way of pastebin....if need be to ask questions....
2009-03-24T00:17:00.000Z	sebsebseb	Nasra	no you pastebin stuff that,  like terminal output, so you don't flood the channel with it
2009-03-24T00:18:00.000Z	Nasra	sebsebseb	pm me when you available:     gonna to eat now
2009-03-24T00:18:00.000Z	sebsebseb	Nasra	ok well  I will be around later, but TV evening :)
2009-03-24T00:19:00.000Z	Nasra	sebsebseb	okay :-
2009-04-02T18:03:00.000Z	sebsebseb	Nasra	hi
2009-04-02T18:03:00.000Z	sebsebseb	Nasra	yeah, but not meant to do general chat in here
2009-04-02T18:03:00.000Z	sebsebseb	Nasra	yeah, but your also off topic if you say that stuff in here
2009-04-02T18:03:00.000Z	Nasra	sebsebseb	tha is okay...no problem...
2009-04-02T18:04:00.000Z	sebsebseb	Nasra	pm or im if you want to chat
2009-04-02T18:11:00.000Z	sebsebseb	Nasra	nah he is here
2009-04-02T18:13:00.000Z	Nasra	sebsebseb	: can I run another flavour of linux on top of Ubuntu as live cd mode?
2009-04-02T18:13:00.000Z	sebsebseb	Nasra	nah, but you can virtual machine one
2009-04-02T18:14:00.000Z	Nasra	sebsebseb	how  you do that run as Virtual Machine?
2009-04-02T18:14:00.000Z	sebsebseb	Nasra	get the binary for linux hosts from http://www.virtualbox.org
2009-04-02T18:14:00.000Z	Nasra	sebsebseb	thought I could arrange that in the Bios?
2009-04-02T18:33:00.000Z	Nasra	sebsebseb	how do I know what I have before installing VirtualBox for my Ubuntu 8.10("intrepid Ibex") I mean the amd / intel cpu?
2009-04-02T18:34:00.000Z	sebsebseb	Nasra	are you on 32bit or 64bit?
2009-04-02T18:34:00.000Z	Nasra	sebsebseb	that what is says in the my box....
2009-04-02T18:34:00.000Z	sebsebseb	Nasra	ok get the 64bit version then
2009-04-02T18:35:00.000Z	Nasra	sebsebseb	  http://www.virtualbox.org/wiki/Linux_Downloads
2009-04-02T18:36:00.000Z	Nasra	sebsebseb	and then it talks about the dkms package as well....
2009-04-02T18:36:00.000Z	sebsebseb	Nasra	it should be pretty obvious as to which to download :)
2009-04-02T18:36:00.000Z	sebsebseb	Nasra	ok i'll have a look
2009-04-02T18:37:00.000Z	sebsebseb	Nasra	yep 8.10 for amd64 then
2009-04-02T18:37:00.000Z	sebsebseb	Nasra	Intrepid Ibex
2009-04-02T18:38:00.000Z	sebsebseb	Nasra	 no
2009-04-02T18:38:00.000Z	sebsebseb	Nasra	download the deb and just click on it or.  be in the folder in terminal and  sudo dpkg -i   name.deb
2009-04-02T18:45:00.000Z	Nasra	sebsebseb	sorry I was in the middle of phoncall will bet back to you shortly....
2009-04-02T18:57:00.000Z	sebsebseb	Nasra	ok  your on 32bit I guess then
2009-04-02T18:57:00.000Z	Nasra	sebsebseb	then you correct
2009-04-02T18:57:00.000Z	sebsebseb	Nasra	or you don't have hardware virtualization set up or whatever
2009-04-02T18:57:00.000Z	sebsebseb	Nasra	get the other one then
2009-04-02T18:58:00.000Z	Nasra	sebsebseb	be right back
2009-04-02T19:11:00.000Z	Nasra	sebsebseb	is dowloaded and configured VirtualBox 2.1...now how does it work ? ....is it under Application, internet?
2009-04-02T19:17:00.000Z	Nasra	sebsebseb	is installed and ready to go, how do I test it with a flavour of linux?
2009-04-02T19:18:00.000Z	Nasra	sebsebseb	I mean VirtualBox....
2009-04-02T19:18:00.000Z	sebsebseb	Nasra	yep ok
2009-04-02T19:18:00.000Z	sebsebseb	Nasra	got the UBuntu ISO or CD?
2009-04-02T19:18:00.000Z	sebsebseb	Nasra	wait what are you testing?
2009-04-02T19:19:00.000Z	Nasra	sebsebseb	nothing ....
2009-04-02T19:19:00.000Z	Nasra	sebsebseb	just want to get version of another linux   ----> Xandros
2009-04-02T19:20:00.000Z	Nasra	sebsebseb	just remember just want to run as live cd mode....
2009-04-02T19:20:00.000Z	sebsebseb	Nasra	ewww don't do Xandros
2009-04-02T19:20:00.000Z	Nasra	sebsebseb	huh?
2009-04-02T19:21:00.000Z	Nasra	sebsebseb	which one?
2009-04-02T19:21:00.000Z	sebsebseb	Nasra	download something
2009-04-02T19:21:00.000Z	sebsebseb	Nasra	other distro stuff is kind of off topic here though
2009-04-02T19:22:00.000Z	Nasra	sebsebseb	I know that.....
2009-04-02T19:23:00.000Z	Nasra	sebsebseb	  so any once I have the distro ready........just pop it in the CDROM and thats it ...or do I have to do anything in the Bios Settings/
2009-04-02T22:13:00.000Z	Nasra	sebsebseb	do I have to make folder for other distro in the /home?
2009-04-02T22:13:00.000Z	Nasra	sebsebseb	an then burn the iso...
2009-04-02T22:14:00.000Z	sebsebseb	Nasra	ok your here again,  chat to me on  Pidgin or  IRC pm.   what your doing now is off topic  here
2009-04-02T22:15:00.000Z	sebsebseb	Nasra	yes running other distros in vm's is not exactly  on topic here.  in this situation
2009-04-03T15:53:00.000Z	sebsebseb	Nasra	hi
2009-04-03T15:54:00.000Z	Nasra	sebsebseb	good morning sir
2009-04-03T15:54:00.000Z	sebsebseb	Nasra	oh right
2009-04-03T15:55:00.000Z	Nasra	sebsebseb	it took forever
2009-04-03T15:55:00.000Z	sebsebseb	Nasra	yeah tell me in PM or  Pidgin, since  your off topic here
2009-04-03T15:57:00.000Z	sebsebseb	Nasra	go on Pidgin or  pm me
2009-04-03T16:02:00.000Z	sebsebseb	Nasra	your not meant to talk to me about offtopic stuff in here!
2009-04-03T18:09:00.000Z	sebsebseb	Nasra	pming who?
2009-04-04T21:45:00.000Z	Nasra	sebsebseb	hello there...
2009-04-21T03:54:00.000Z	Nasra	sebsebseb	hello
2009-04-21T03:55:00.000Z	Nasra	sebsebseb	I have two nicks as a group
2009-04-21T03:55:00.000Z	sebsebseb	Nasra	I didn't have much luck when I tried to install a .bin last time  which was ages ago.  it's only stupid propritary software for Linux that uses .bin, and I  only want propritary software that has a proper purpouse in  my Ubuntu really, such as Adobe Flash for example
2009-04-21T03:56:00.000Z	sebsebseb	Nasra	why do the propritary software venders have to be differnet, why can't they provide debs or rpms or .tar.gz's like everyone else?
2009-04-21T03:56:00.000Z	Nasra	sebsebseb	you see I managed to installed in test pc but it does not want to start ...I put it in the /home/maximo/desktop....does not want to kicking perhasp you could get me started
